match_id,captain,team1,team2,winner,toss_winner,venue,date_of_match
4,Nicholas Wang,GT,RR,RR,GT,New Davidfurt,2024-09-05
7,Joseph Murray,MI,RR,MI,MI,Mistyville,2025-04-09
9,Haley Moore,PBKS,GT,PBKS,PBKS,Port Geraldport,2025-05-08
5,Patrick Johnson,PBKS,SRH,PBKS,SRH,North Codyport,2025-04-24
6,Christine Young MD,SRH,RCB,SRH,RCB,East Amandahaven,2024-05-10
8,Brent Gutierrez,GT,DC,GT,DC,South Wayne,2024-10-31
3,Stacy Knight,LSG,RR,RR,RR,Rickeyborough,2024-08-18
8,Mrs. Jennifer King MD,SRH,CSK,CSK,SRH,East Marctown,2024-09-13
6,Jennifer Wallace,CSK,SRH,CSK,CSK,Johnstonshire,2024-10-03
8,Jay Ritter,DC,CSK,CSK,DC,Whitebury,2025-02-19
4,Angelica Hall,CSK,PBKS,CSK,CSK,Cohentown,2024-06-01
4,Molly Wilson,RR,DC,DC,DC,Amyport,2025-02-03
9,Carlos Wilson,MI,RCB,RCB,RCB,Harveytown,2024-08-29
3,Phillip Colon,DC,LSG,DC,LSG,South Danielland,2024-11-19
8,Cheryl Gutierrez,DC,RCB,RCB,RCB,East Phyllismouth,2024-08-14
7,Philip Norman,GT,SRH,SRH,SRH,West Brandimouth,2024-05-31
7,Jamie Sellers,RCB,RR,RR,RCB,Nicolestad,2025-02-11
6,Don Torres,DC,RCB,DC,RCB,Rojashaven,2024-05-16
3,Jacob George,RCB,KKR,KKR,KKR,Averyside,2024-09-05
9,Brian Simmons,SRH,GT,GT,GT,West Thomaschester,2025-02-04
2,Logan Andrade,DC,RR,DC,DC,East Charles,2025-02-05
5,Leah Zimmerman,KKR,CSK,CSK,KKR,East Mollystad,2024-06-22
2,Joy Neal,DC,KKR,KKR,DC,New Kimberlymouth,2025-04-10
3,Brandon Ruiz,CSK,DC,CSK,CSK,North Lori,2025-03-24
4,Anthony Harrison,SRH,MI,SRH,MI,Hayesmouth,2024-11-22
5,Vicki Lee PhD,MI,KKR,MI,KKR,West Vickiton,2024-09-19
6,Jose Keith,LSG,SRH,LSG,SRH,New William,2024-08-23
3,Alyssa Barker,KKR,GT,GT,GT,North Karinaport,2024-06-03
7,Dawn Martinez,KKR,LSG,KKR,KKR,East Matthew,2024-07-17
2,Robert Berger,PBKS,CSK,CSK,PBKS,Janeville,2024-11-04
4,Vincent Chan,GT,LSG,GT,GT,South Robert,2024-07-05
2,Terry Mullins,KKR,RCB,RCB,KKR,Deanton,2024-11-02
7,Catherine Pacheco,RCB,RR,RCB,RCB,West Anthonyland,2024-11-27
3,Elizabeth Bray,RR,CSK,CSK,CSK,Mccallland,2025-01-19
7,Roger Larson,MI,SRH,SRH,MI,New Christophertown,2024-06-27
2,Paul Rodriguez,PBKS,RCB,RCB,PBKS,Reynoldsfurt,2025-01-23
2,Jennifer Christensen,DC,RR,RR,DC,Port Angelicamouth,2025-02-28
3,Tommy Smith,GT,DC,GT,GT,Floresmouth,2024-12-27
3,Haley Stewart,PBKS,LSG,LSG,PBKS,North Michaelberg,2024-05-19
6,Kathryn Obrien,RCB,RR,RR,RCB,New Sabrina,2024-09-30
5,Sarah Bennett,LSG,GT,LSG,LSG,Harrisstad,2025-03-31
3,Sarah Eaton,KKR,RCB,RCB,RCB,Jennifershire,2024-08-30
5,Dorothy Williams,MI,GT,MI,MI,Kathleenside,2024-08-20
3,Kyle Howard,RR,RCB,RR,RR,Jermaineton,2025-03-22
7,Jeffrey Rivas,PBKS,DC,PBKS,DC,Murrayville,2024-05-15
7,Derek Stewart,DC,RR,RR,RR,Skinnerside,2024-07-17
5,Colton Washington,LSG,DC,DC,LSG,Port Ana,2024-09-04
5,Zoe Taylor,DC,RR,DC,RR,Port Kathryn,2024-05-25
6,Victoria Cox,SRH,PBKS,PBKS,PBKS,South Rebecca,2024-12-30
2,Heidi Johnson,RCB,PBKS,RCB,RCB,New Haley,2024-11-23
2,Andrew Cook,RCB,RR,RR,RR,Gayside,2025-05-04
3,Justin Carter,GT,SRH,GT,GT,Petersenland,2024-09-10
6,Jasmin Garcia,RR,CSK,CSK,CSK,Lake Jason,2024-05-28
9,James Lawrence,RCB,KKR,RCB,KKR,Rebeccaburgh,2024-07-31
2,Amanda Moore,RCB,DC,DC,DC,Lake Josephchester,2025-02-21
3,Catherine Howard,SRH,MI,SRH,MI,Kathrynmouth,2024-07-10
5,William Davis,LSG,SRH,LSG,LSG,South Lauratown,2025-01-25
3,Justin Robinson,CSK,DC,DC,CSK,Wrightmouth,2024-05-19
9,Mr. Nicholas Ryan MD,DC,KKR,KKR,KKR,West Patrick,2024-09-20
9,Daniel Nelson,RCB,CSK,RCB,CSK,East Nicole,2024-10-03
7,Jeffery Garcia,SRH,RR,RR,RR,New Roychester,2024-07-15
3,James Hoover,CSK,GT,CSK,CSK,New Anneton,2024-09-11
9,Kevin Walker,SRH,MI,MI,MI,Westland,2024-09-23
7,Alexis Kidd,MI,LSG,LSG,MI,North Brandon,2024-08-29
6,Amy Flores,SRH,GT,GT,GT,Brittanyfort,2025-02-26
4,Alejandro Rios,SRH,LSG,LSG,SRH,Williamton,2024-11-17
4,Ryan Johnson MD,DC,RR,DC,DC,Hornshire,2024-11-17
3,Jacqueline Rodriguez,CSK,MI,CSK,CSK,North Alexis,2025-03-19
8,Patricia Young,RR,KKR,KKR,KKR,Gonzalezmouth,2024-07-14
9,Kevin Wheeler DVM,MI,PBKS,MI,MI,Lindseyland,2025-04-03
2,Brenda Mercer,CSK,RCB,CSK,RCB,Davidside,2025-03-27
2,Heather Allen,DC,CSK,CSK,DC,Angelaport,2024-10-09
7,Jordan Brown,RCB,SRH,SRH,SRH,Lake Samuel,2025-02-09
5,Paula Parsons,CSK,LSG,LSG,CSK,South Juliaborough,2025-01-12
7,Brandon Ramirez,SRH,RR,SRH,SRH,Lake Travisburgh,2025-01-17
4,David Houston,LSG,SRH,SRH,LSG,North Justin,2024-12-17
9,Suzanne Bryant,CSK,MI,MI,CSK,West Chadburgh,2024-08-21
7,Renee Hart,CSK,LSG,CSK,CSK,Port Anthonyhaven,2024-11-19
3,Amy Francis,RCB,KKR,RCB,KKR,South Dylanfurt,2024-08-21
2,Michael Allen,KKR,CSK,KKR,KKR,New Marcus,2024-12-04
5,Angie Watson,KKR,PBKS,PBKS,PBKS,Allenport,2024-11-09
5,John Berg,RCB,CSK,CSK,CSK,Villarrealberg,2024-09-27
9,Caitlyn Malone,GT,KKR,GT,KKR,Patricialand,2024-09-02
3,Amber Young,KKR,SRH,KKR,KKR,Melissaport,2024-12-10
3,Jamie Scott,DC,LSG,LSG,DC,Joyceport,2025-05-03
6,Jonathan Underwood,RR,KKR,RR,RR,Zacharymouth,2024-10-06
7,Stephen Davis,KKR,SRH,KKR,SRH,Ronaldborough,2025-04-23
6,Scott Jordan,RR,SRH,RR,SRH,Tamarashire,2024-10-01
3,Jennifer Wade,LSG,MI,LSG,MI,North Theresaborough,2024-07-03
4,Dr. Matthew Lane,SRH,PBKS,SRH,SRH,Christinestad,2024-11-21
8,Robert Oliver,CSK,PBKS,PBKS,PBKS,Huntermouth,2024-11-11
5,Vanessa Bright,RR,CSK,RR,CSK,Grahamburgh,2025-03-22
8,Melissa Sawyer,DC,MI,MI,MI,Gloverview,2025-03-10
9,Brittney Bates,LSG,RR,LSG,RR,Kellyfort,2025-04-24
6,Justin Collins,RR,LSG,LSG,RR,New Sally,2024-10-21
5,Jacob Peters,GT,DC,GT,DC,North Markport,2024-09-04
8,Karen Parks,LSG,CSK,CSK,LSG,Smithmouth,2025-03-19
8,David Wagner,RR,DC,DC,RR,Newmanview,2025-04-26
6,Jessica Young,PBKS,LSG,PBKS,LSG,East Vincentview,2024-12-04
8,Amy Floyd,CSK,DC,DC,DC,Port Joseport,2025-02-02
9,Norman Young,MI,GT,GT,MI,North Kristin,2024-07-30
6,Wendy Freeman,CSK,KKR,KKR,CSK,West Katie,2025-01-25
7,Ryan Hunt,LSG,CSK,LSG,LSG,New Sheilachester,2025-01-03
4,Angela Maxwell,GT,KKR,KKR,KKR,Port Stephanie,2025-02-12
4,Linda Miller,SRH,CSK,SRH,CSK,New Andreaville,2025-03-05
9,Christopher Harris,RR,CSK,CSK,CSK,Port Keithmouth,2025-02-05
8,Angela Campbell,MI,LSG,LSG,LSG,Kennethborough,2024-05-23
5,David Foster,RR,MI,MI,MI,Lukeburgh,2024-08-21
5,Kevin Ball,LSG,SRH,LSG,LSG,Lake Derekhaven,2025-05-02
3,Rebecca Conley,SRH,RR,SRH,RR,Combshaven,2024-09-28
5,Charles Brown,KKR,LSG,KKR,LSG,Clarkville,2025-05-08
6,Angela Prince,LSG,GT,LSG,GT,Margaretstad,2024-06-29
2,Jim Lewis,RCB,GT,RCB,GT,Jefferyhaven,2024-10-27
3,Rhonda Wallace,LSG,KKR,LSG,KKR,New Jennifer,2025-04-06
5,Samuel Kim,SRH,LSG,LSG,LSG,New Rebeccaburgh,2024-12-06
5,Cindy Freeman,SRH,KKR,SRH,SRH,West Joshua,2024-08-06
2,Brent Ramirez,CSK,RCB,CSK,RCB,South Robert,2024-09-03
8,Timothy Benson,MI,DC,MI,MI,North Kellyfort,2025-04-09
9,Francis Fisher,SRH,PBKS,SRH,PBKS,New Phyllis,2025-03-10
2,Travis King,GT,DC,GT,DC,South Ryanmouth,2025-04-28
5,Kimberly Campbell,PBKS,SRH,PBKS,PBKS,Elliottchester,2024-05-29
8,Daniel Newman,RCB,PBKS,PBKS,PBKS,Vangland,2025-02-06
8,Gina Fernandez,KKR,LSG,LSG,LSG,Floresberg,2025-01-20
3,Stephanie Chambers,GT,CSK,CSK,GT,Bennettberg,2024-05-14
6,Pam Vasquez,DC,PBKS,PBKS,DC,Lake Megan,2025-03-12
7,Richard Jones,RCB,KKR,KKR,RCB,New Chad,2025-01-26
4,Daniel Mendoza,RR,KKR,KKR,KKR,Greeneborough,2025-02-15
3,William Underwood,MI,RCB,RCB,RCB,North Emmamouth,2025-04-28
5,Cynthia Baker,SRH,MI,SRH,SRH,Courtneyville,2024-07-30
7,James Lewis,MI,CSK,CSK,CSK,West Jameschester,2024-08-22
3,Joshua Nichols,MI,DC,DC,DC,Lake Rebecca,2025-05-07
4,Matthew Camacho,SRH,GT,SRH,SRH,West Keithville,2024-07-17
2,Jeremy Hall,MI,RR,MI,MI,East Colleen,2024-08-31
3,William Ortiz,LSG,KKR,LSG,LSG,New Brandonstad,2024-09-07
6,Nicholas Craig,KKR,SRH,SRH,KKR,East Robert,2024-05-11
2,Joseph Watson,MI,DC,MI,MI,Hallborough,2024-06-15
5,Deborah Garcia,DC,RCB,RCB,DC,East Kylemouth,2024-07-22
6,Kenneth Taylor,LSG,GT,LSG,LSG,New Wanda,2025-02-12
3,Jennifer King,RCB,CSK,CSK,CSK,Nicholeland,2024-08-13
4,Emily Ross DVM,PBKS,RR,PBKS,PBKS,Jenkinsville,2024-12-02
7,Shawn Lopez,PBKS,CSK,CSK,CSK,Lake Nicholas,2024-11-13
7,David Brown,DC,MI,DC,MI,New Dennis,2025-03-22
6,Autumn Newman,DC,RR,RR,RR,New Linda,2024-05-31
6,Susan Rodgers,LSG,DC,LSG,DC,Port Markborough,2024-08-27
8,Taylor Davis,CSK,RCB,RCB,RCB,North Angela,2024-06-11
3,Kelly Harris,SRH,DC,DC,SRH,Torreschester,2024-10-14
8,Joseph Johnson,GT,LSG,GT,LSG,Nelsonfurt,2024-05-14
4,Mr. Joshua Jones,PBKS,RR,PBKS,PBKS,Franklinshire,2024-08-19
5,Christina Garrett,SRH,KKR,SRH,KKR,East Jessica,2024-07-31
4,Derrick Werner,KKR,SRH,KKR,SRH,Kimport,2024-10-23
8,Valerie Wong,RCB,DC,DC,DC,New Benjaminchester,2024-11-07
8,Benjamin Garcia,RR,SRH,SRH,SRH,Lake Darryl,2025-01-24
3,Joyce Russell,DC,PBKS,DC,DC,Wernerborough,2025-04-28
6,Jaime Wallace,DC,LSG,DC,LSG,Christopherborough,2024-11-20
5,Jessica Adams,RCB,PBKS,PBKS,PBKS,Stephaniefort,2024-10-30
3,Angelica Barker,KKR,DC,DC,DC,West Emily,2024-11-10
4,Stephen Henderson,SRH,CSK,CSK,CSK,Port Marie,2024-10-30
9,Peter Manning,CSK,RCB,RCB,RCB,Port Wendy,2024-08-22
9,Leslie Aguirre,KKR,PBKS,PBKS,KKR,Timothystad,2025-04-26
8,Brianna Lamb,RR,GT,GT,RR,Hendrixtown,2024-07-29
2,Benjamin Lee,RR,PBKS,PBKS,RR,Port Joseph,2024-08-01
7,Anna Miller,GT,DC,GT,DC,Christinaborough,2024-06-30
2,Angela Logan,RCB,KKR,RCB,RCB,West Traciburgh,2025-04-09
7,Erica Clark,SRH,RCB,RCB,RCB,Taylorfurt,2025-04-02
6,Michael Curry,KKR,SRH,SRH,KKR,West Jeremiahburgh,2024-07-07
2,Susan Castillo,LSG,PBKS,PBKS,PBKS,Leeshire,2024-06-07
6,Mary Hess,RR,RCB,RR,RR,Javierland,2024-12-22
8,Kelly Jones,RR,GT,GT,GT,Bobbury,2024-07-04
7,Taylor Rodriguez,RCB,CSK,RCB,CSK,East Randallfurt,2025-03-05
9,Marcus Thomas,LSG,DC,DC,LSG,Brucefort,2024-08-03
5,Dana Bailey,CSK,SRH,CSK,CSK,North Michaelton,2024-05-23
9,Katie White,KKR,PBKS,PBKS,KKR,Kellerport,2024-09-26
2,Cody Parker,RCB,LSG,LSG,RCB,Patriciabury,2024-06-02
6,Isaac Petersen,GT,DC,GT,DC,Caitlinfort,2025-02-15
5,Samantha Patton,DC,RCB,DC,DC,Quinnton,2025-03-28
9,James Shannon,CSK,GT,CSK,CSK,Keithmouth,2024-11-09
9,Ann Anderson,KKR,MI,MI,KKR,Hillbury,2025-04-16
6,Tommy Garcia,CSK,DC,DC,CSK,Perryfurt,2025-04-10
8,Kevin Wagner,LSG,RR,RR,LSG,Port Amyberg,2024-05-10
2,Terry Fisher,KKR,PBKS,KKR,PBKS,Ryanside,2024-07-04
5,Ashley Moran,MI,GT,MI,GT,North Heatherland,2024-08-04
5,Peter Lee,RCB,CSK,CSK,RCB,Port Yolandastad,2024-10-03
4,Matthew Wallace,KKR,RR,RR,KKR,New Kimberly,2024-12-15
7,Jacob Webb,CSK,KKR,CSK,KKR,West Angelachester,2024-09-08
2,Kim Schultz,DC,RCB,DC,RCB,East Melissa,2025-01-07
3,Maria Singleton,GT,RR,RR,GT,Thomasfurt,2025-04-12
8,Michael Gray,MI,CSK,CSK,MI,West Gailburgh,2024-05-30
9,Nicholas Morales,RCB,GT,RCB,GT,Brandonfurt,2024-07-24
6,James Anderson,MI,CSK,CSK,CSK,Lake Jacobberg,2025-04-03
2,Derek Johnston,GT,DC,DC,GT,Janetshire,2024-11-06
4,Sarah Martin,PBKS,LSG,PBKS,LSG,Melissaton,2024-06-26
4,Karen Knight,PBKS,LSG,PBKS,PBKS,Jonathanville,2025-04-30
6,Rebecca Huber,KKR,RR,RR,KKR,South David,2024-06-27
3,April Bonilla,CSK,PBKS,PBKS,CSK,Reesehaven,2025-01-02
5,Gloria Barker,RR,RCB,RR,RR,Reidberg,2024-07-02
3,Heidi Jacobs,SRH,GT,SRH,SRH,Meredithburgh,2025-04-03
2,Rachel Clark,KKR,SRH,SRH,SRH,Port Lauraton,2024-09-16
5,Jared Morgan,SRH,KKR,KKR,KKR,Adamsfort,2024-05-10
2,Alexander Hawkins,RCB,MI,MI,RCB,Port Charlotteburgh,2024-05-20
8,Natalie Kemp,LSG,MI,LSG,MI,East Derek,2025-01-26
5,Bobby Smith,KKR,MI,KKR,MI,South Adam,2024-11-26
9,Andrew Carter,SRH,CSK,SRH,SRH,Racheltown,2024-07-05
4,Ashley Byrd,KKR,SRH,KKR,KKR,Christinashire,2025-04-18
7,Mallory Garcia,GT,PBKS,GT,PBKS,West Edwardborough,2025-02-15
9,Charlotte Campbell,SRH,KKR,SRH,KKR,Morahaven,2024-09-29
5,Jason Glenn Jr.,PBKS,LSG,LSG,LSG,Davischester,2024-07-23
6,Bailey Hughes,KKR,PBKS,PBKS,PBKS,Blackborough,2024-07-10
5,Gregory Hudson,RR,GT,GT,RR,Teresaville,2025-04-21
8,Ruth Davis,SRH,LSG,SRH,SRH,Murphyport,2024-09-06
3,Andrew Hicks,DC,RR,DC,DC,Davishaven,2025-05-07
8,Julie Moore,MI,RCB,MI,RCB,West Rachelville,2025-02-01
2,Cameron Ramirez,RCB,CSK,RCB,CSK,Sanchezview,2024-09-10
3,Joshua Leonard,SRH,RCB,RCB,SRH,Port James,2024-07-12
4,Lucas Dennis,DC,GT,GT,GT,South Christophermouth,2025-03-11
5,Brian Garza,RR,LSG,LSG,RR,South Zacharyburgh,2024-12-02
5,Tammy Robertson,GT,MI,MI,GT,South Ericton,2024-06-17
9,Dr. Stephanie Montgomery,LSG,CSK,CSK,LSG,Adamside,2024-09-08
6,Trevor Day,LSG,MI,LSG,MI,East Jeremyborough,2024-09-04
6,Matthew Smith,PBKS,LSG,PBKS,PBKS,West Alexandriaberg,2024-12-10
6,April Monroe,SRH,RCB,SRH,SRH,South Steven,2024-11-07
4,Pam Scott,MI,DC,MI,DC,Hicksville,2025-01-18
6,Rebecca Stephens,CSK,PBKS,CSK,CSK,Thomasstad,2024-07-06
4,Timothy Morris,CSK,DC,DC,CSK,Laurenshire,2024-11-09
2,Karen Simon,DC,RCB,RCB,RCB,North Victoria,2024-11-11
2,Ronald Jimenez,GT,CSK,GT,GT,Dianehaven,2025-01-05
9,Christian Kelly,RR,SRH,RR,RR,Alanland,2025-03-18
7,Kevin Nichols,MI,GT,GT,GT,Jeremyland,2024-09-19
8,Tina Heath,KKR,RCB,KKR,KKR,Jennifershire,2024-09-20
6,Elijah Owens,DC,PBKS,PBKS,DC,Christopherland,2024-10-14
8,Thomas Duarte,MI,KKR,MI,KKR,Jeffreyfort,2024-06-30
8,Anthony Osborne,RR,CSK,CSK,RR,North Stacey,2025-02-07
4,Aaron Terry,SRH,LSG,LSG,SRH,Singletonshire,2024-07-26
9,Patrick Rodriguez,DC,RR,RR,DC,Ortizville,2024-11-06
3,Kent Cox,CSK,SRH,CSK,SRH,East Jonathan,2024-07-12
7,Jillian Wright,LSG,MI,MI,LSG,South Maria,2024-07-08
9,Richard Richards,KKR,GT,GT,GT,Bryantland,2025-01-18
2,Erica Rose MD,GT,KKR,GT,KKR,New Danielleside,2024-08-16
7,Cory Banks,CSK,LSG,CSK,CSK,Lewismouth,2024-06-06
5,Christine Boone,PBKS,SRH,PBKS,SRH,New Josephborough,2024-07-14
7,Rachel Richardson,RCB,SRH,SRH,RCB,South Carlosshire,2024-10-12
3,Terry Smith,CSK,SRH,CSK,SRH,Stanleyshire,2024-09-25
8,Mark Newman,GT,MI,MI,MI,West Travis,2024-07-09
3,Jason Clark,CSK,KKR,CSK,CSK,South Summer,2024-12-01
2,Charles Roberson,RR,SRH,RR,RR,Port Cheryl,2024-11-29
9,Rhonda Schwartz,LSG,PBKS,PBKS,LSG,North Lauren,2024-11-01
2,Nathan Sanders,SRH,GT,GT,SRH,Jacquelinefurt,2025-05-09
5,Sydney Larson,SRH,KKR,SRH,KKR,Pittsburgh,2024-05-21
3,Dr. Joseph Rodriguez,MI,PBKS,PBKS,MI,Pamelaville,2025-02-22
9,Emily Munoz,GT,KKR,KKR,GT,Christinashire,2024-07-04
9,Jamie Bass,DC,RR,DC,DC,Mariahhaven,2024-11-09
2,Debra Ruiz,PBKS,SRH,SRH,PBKS,Joneschester,2024-10-15
8,Tracy Evans,MI,LSG,LSG,LSG,East Jacksonchester,2025-01-23
9,Emily Fletcher,DC,RCB,DC,DC,Jamesfurt,2024-10-11
5,Kevin Miller,DC,MI,MI,MI,Lake Brittanybury,2024-09-25
4,Andrew Harris,RCB,PBKS,RCB,RCB,Jessicamouth,2024-08-25
4,Susan Smith,GT,DC,DC,DC,Port Shawnhaven,2024-07-10
3,Nicole Ortiz,KKR,CSK,KKR,CSK,Port April,2024-12-22
9,Austin Wright,CSK,MI,CSK,CSK,Arroyoton,2024-05-19
3,Melissa Hall,RCB,LSG,LSG,LSG,New Haydenport,2024-09-19
3,Raymond Brown,CSK,RR,CSK,CSK,Lake Meganville,2024-06-12
5,Amber Jackson,GT,LSG,GT,GT,Feliciamouth,2025-01-29
5,Linda Rodriguez,MI,KKR,KKR,KKR,New Laura,2024-09-02
7,Michelle Gonzalez,CSK,KKR,CSK,KKR,Nguyenview,2024-08-20
3,Dennis French,GT,RCB,RCB,GT,Perezport,2024-10-22
9,Stephanie Davis,LSG,RR,RR,LSG,East Josephside,2025-05-05
7,Gregory Hall,KKR,PBKS,PBKS,KKR,Brownland,2024-10-08
8,Alexander Peterson,SRH,KKR,SRH,KKR,Davidfort,2025-01-09
5,David Hammond,LSG,RCB,RCB,LSG,South Stephanie,2024-11-23
6,Katelyn Chapman,LSG,KKR,KKR,KKR,Michaeltown,2024-10-08
7,Alexandra Valenzuela MD,RR,GT,RR,RR,Reynoldsland,2024-08-08
2,Michelle Mckee,DC,RCB,RCB,DC,South Catherine,2024-09-04
7,Stephanie White,CSK,LSG,LSG,CSK,Langbury,2024-08-01
2,Daniel Vaughan,KKR,DC,KKR,DC,Pierceview,2025-03-13
7,Henry Castillo,LSG,CSK,LSG,LSG,Port Robert,2024-07-18
9,Dominique Morris,DC,GT,DC,DC,Gilesburgh,2024-12-19
5,Christina Jensen,PBKS,LSG,LSG,PBKS,South Jeremy,2024-10-28
8,Jennifer Morris,GT,RCB,GT,GT,Amandaborough,2025-03-22
3,Darrell Wheeler,RCB,LSG,LSG,RCB,West John,2024-07-21
9,Dr. Nicole Freeman,DC,PBKS,PBKS,PBKS,North Elizabethmouth,2024-10-09
6,Penny Cole,LSG,DC,LSG,DC,Gregoryton,2025-02-23
9,Andrea Steele,DC,KKR,DC,KKR,Geraldburgh,2024-07-03
8,Cynthia Bennett,RCB,SRH,SRH,SRH,Garybury,2025-02-16
3,Elizabeth Taylor,PBKS,RCB,PBKS,RCB,West Jay,2025-01-03
9,Christopher Davis,RR,RCB,RR,RR,New Christopher,2025-03-03
4,Christine Hunt,RR,MI,MI,RR,West Andrew,2025-04-28
6,Karina Mclean,KKR,PBKS,PBKS,PBKS,Michaelside,2024-12-06
6,Patty Pena,DC,CSK,CSK,CSK,Heatherside,2024-11-05
4,Patricia Elliott,DC,LSG,DC,LSG,Alexandermouth,2024-10-06
9,Natalie Nolan,PBKS,RR,PBKS,PBKS,Stevenchester,2024-08-04
5,Richard Strickland,LSG,RR,RR,LSG,Lisaport,2024-10-23
7,Lauren Ramsey,LSG,DC,LSG,LSG,Port James,2025-01-18
3,George Mcclure,SRH,PBKS,SRH,SRH,Lyonsburgh,2025-04-11
4,Natalie Guzman,SRH,LSG,LSG,SRH,Lake Michael,2024-09-15
4,Karen Evans,KKR,CSK,KKR,CSK,Larrychester,2025-03-25
9,Shelley Anderson,PBKS,RR,PBKS,PBKS,West Ninamouth,2024-05-10
5,Colleen Walker,RR,GT,GT,GT,East Heatherville,2025-04-13
2,Frank Russo,PBKS,DC,PBKS,PBKS,New Elizabethbury,2024-11-09
6,Craig Small,MI,DC,MI,MI,North Nicole,2024-07-11
2,Eric Smith,MI,PBKS,PBKS,PBKS,Rosalesmouth,2025-04-24
5,Michael Flores,RCB,PBKS,RCB,RCB,Deniseborough,2024-06-01
8,Chelsea Hatfield,CSK,RR,CSK,RR,Jordanshire,2024-12-27
7,Courtney Oliver,RR,RCB,RCB,RR,New Davidport,2024-07-13
9,Lisa Weiss,DC,GT,GT,DC,Johnland,2025-04-20
3,Linda Steele,SRH,GT,SRH,GT,South Maria,2024-07-20
2,Jason Brown,GT,MI,GT,GT,Georgemouth,2024-09-27
6,Gina Jones,MI,LSG,MI,LSG,Greenside,2024-09-16
2,Dylan Anthony,KKR,RCB,RCB,KKR,North Kyle,2024-08-14
8,Tonya Hawkins,RCB,RR,RR,RR,Thomasmouth,2024-09-01
4,Matthew Little,GT,KKR,GT,KKR,Baileyburgh,2024-05-12
3,Nicholas Conner,LSG,RR,RR,RR,Jacksontown,2025-04-16
5,Robin Barnett,GT,SRH,SRH,SRH,Martinstad,2024-09-18
8,Amy Brown,RR,MI,MI,RR,Alexanderside,2024-06-12
5,Jeffery Parker,MI,LSG,LSG,MI,Martinezview,2024-07-09
9,Jessica Becker,MI,RCB,MI,RCB,Haysberg,2025-04-26
3,Thomas Reynolds,SRH,MI,MI,SRH,Jasonfort,2024-10-02
7,Ashley Bradshaw,RR,SRH,SRH,SRH,East Brenda,2024-08-12
9,Sarah Smith,SRH,RR,SRH,SRH,Kramermouth,2024-12-08
4,Mark Neal,PBKS,MI,MI,MI,Currybury,2025-05-06
7,Erica Wells,MI,PBKS,MI,MI,Pattyview,2025-05-05
5,James Reeves,PBKS,GT,GT,GT,Hayesborough,2025-04-13
3,Robert Rhodes,GT,DC,DC,DC,Stanleyshire,2024-08-11
8,Joshua Howell,MI,KKR,KKR,KKR,West Mathewland,2025-03-27
5,Sherry King,RCB,KKR,RCB,KKR,Jonesland,2024-12-27
6,Luke Dunlap,GT,LSG,GT,GT,Christyton,2024-08-19
5,Christopher Garcia,RR,SRH,RR,SRH,Feliciaberg,2025-03-22
5,Charles Obrien,RR,GT,RR,RR,South Gregory,2024-07-07
3,Heather Hernandez,LSG,RR,RR,LSG,North Lynn,2024-10-21
9,Ronald Davis,RCB,DC,RCB,DC,Lake Tinashire,2024-12-05
6,Christopher Williams,PBKS,DC,PBKS,PBKS,Ibarraport,2025-04-03
9,Bradley Weiss,RR,SRH,RR,RR,Patrickbury,2024-08-11
5,Chelsea Solis,MI,GT,MI,GT,Port Wanda,2024-06-20
7,Lauren Wallace,RR,GT,RR,GT,West Amymouth,2024-05-10
6,Paul Greene,LSG,PBKS,LSG,LSG,Dodsonberg,2025-04-10
9,Stacie Lee,PBKS,CSK,PBKS,PBKS,Cynthialand,2024-12-06
7,Alicia Carrillo,LSG,CSK,CSK,LSG,Lake Elizabeth,2024-05-21
9,Emily Barrett,GT,RCB,GT,GT,Thomasfurt,2024-11-12
7,Rachel Hanna,LSG,GT,GT,LSG,West Josephstad,2024-06-09
5,Tara Pena,MI,GT,GT,GT,South David,2024-07-24
6,Michael Edwards,GT,CSK,GT,CSK,Nancyborough,2025-02-20
6,Suzanne Johnson,PBKS,MI,MI,PBKS,Cooperville,2025-01-12
3,Anna Johnson,CSK,KKR,CSK,CSK,Petersenland,2025-04-13
4,Richard Lam,SRH,PBKS,SRH,PBKS,Lake Kennethhaven,2024-12-07
6,Richard Davis,RCB,LSG,RCB,RCB,East Heatherberg,2024-12-03
3,Clifford Mendoza,MI,GT,MI,MI,Perkinsland,2024-06-11
2,Crystal Williams,SRH,GT,GT,SRH,South Teresamouth,2024-08-13
2,Henry Small,PBKS,RR,RR,RR,Lauraville,2024-06-21
4,Beth Hernandez,CSK,SRH,SRH,CSK,Yatesport,2024-11-29
9,Carla Carlson,RR,MI,RR,RR,New David,2024-08-30
8,Christopher Berger,RCB,LSG,RCB,LSG,Jeremyburgh,2025-04-22
8,Morgan Miller,CSK,KKR,KKR,KKR,Lake Ronald,2025-02-08
9,Eric Morris,LSG,KKR,KKR,KKR,South Barbara,2024-11-05
9,Nicholas Hebert,LSG,GT,LSG,LSG,Lake Adrienneberg,2025-04-15
6,Michelle Russell,GT,DC,DC,GT,North Christine,2024-10-04
6,Deborah Walker,CSK,GT,GT,CSK,Ruizmouth,2024-11-17
5,Robin Gould,DC,KKR,DC,DC,Stewartchester,2024-11-26
5,Sean Johnson,MI,CSK,CSK,MI,East Tanya,2024-09-19
5,Kayla Davis,DC,MI,MI,MI,Hutchinsonview,2024-09-26
